word;catID_category;
1541;provok;3E_anger
1542;provoked;3E_anger
1543;puppy_lov;3E_joy
1544;puppy_love;3E_joy
1545;puzzl;3E_surprise
1546;puzzle;3E_surprise
1547;queasi;3E_disgust
1548;queasy;3E_disgust
1549;quick_temp;3E_anger
1550;quick_temper;3E_anger
1551;rag;3E_anger
1552;rage;3E_anger
1553;rancor;3E_anger
1554;rancour;3E_anger
1555;rapport;3E_joy
1556;rattl;3E_surprise
1557;rattling;3E_surprise
1558;recreat;3E_joy
1559;recreate;3E_joy
1560;regard;3E_joy
1561;regret;3E_sadness
1562;regretful;3E_sadness
1563;rejoic;3E_joy
1564;rejoice;3E_joy
1565;rejoicing;3E_joy
1566;relish;3E_joy
1567;remors;3E_sadness
1568;remorse;3E_sadness
1569;remorseful;3E_sadness
1570;remorsefully;3E_sadness
1571;repel;3E_disgust
1572;repellant;3E_disgust
1573;repellent;3E_disgust
1574;repent;3E_sadness
1575;repentance;3E_sadness
1576;repentant;3E_sadness
1577;repentantly;3E_sadness
1578;repugn;3E_disgust
1579;repugnance;3E_disgust
1580;repugnant;3E_disgust
1581;repuls;3E_disgust
1582;repulse;3E_disgust
1583;repulsion;3E_disgust
1584;repulsive;3E_disgust
1585;repulsively;3E_disgust
1586;resent;3E_anger
1587;resentful;3E_anger
1588;resentfully;3E_anger
1589;resentment;3E_anger
1590;respect;3E_joy
1591;revel;3E_joy
1592;reveng;3E_anger
1593;revengefully;3E_anger
1594;revolt;3E_disgust
1595;revolting;3E_disgust
1596;revoltingly;3E_disgust
1597;revuls;3E_disgust
1598;revulsion;3E_disgust
1599;rile;3E_anger
1600;riled;3E_anger
1601;riotous;3E_joy
1602;riotously;3E_joy
1603;roil;3E_anger
1604;roiled;3E_anger
1605;romant;3E_joy
1606;romantic;3E_joy
1607;rue;3E_sadness
1608;rueful;3E_sadness
1609;ruefulli;3E_sadness
1610;ruefully;3E_sadness
1611;ruefulness;3E_sadness
1612;rush;3E_joy
1613;ruth;3E_sadness
1614;ruthfulness;3E_sadness
1615;ruthless;3E_fear
1616;ruthlessness;3E_fear
1617;sad;3E_sadness
1618;sadden;3E_sadness
1619;saddening;3E_sadness
1620;sadly;3E_sadness
1621;sadness;3E_sadness
1622;satiabl;3E_joy
1623;satiable;3E_joy
1624;satisfact;3E_joy
1625;satisfaction;3E_joy
1626;satisfactori;3E_joy
1627;satisfactorili;3E_joy
1628;satisfactorily;3E_joy
1629;satisfactory;3E_joy
1630;satisfi;3E_joy
1631;satisfiable;3E_joy
1632;satisfied;3E_joy
1633;satisfy;3E_joy
1634;satisfying;3E_joy
1635;satisfyingly;3E_joy
1636;scare;3E_fear
1637;scare_away;3E_fear
1638;scare_off;3E_fear
1639;scared;3E_fear
1640;scarey;3E_fear
1641;scari;3E_fear
1642;scarili;3E_fear
1643;scarily;3E_fear
1644;scary;3E_fear
1645;scene;3E_anger
1646;schadenfreud;3E_joy
1647;schadenfreude;3E_joy
1648;score;3E_anger
1649;scorn;3E_anger
1650;scream;3E_joy
1651;screaming;3E_joy
1652;see_r;3E_anger
1653;see_red;3E_anger
1654;self-complac;3E_joy
1655;self-complacency;3E_joy
1656;self-distrust;3E_fear
1657;self-doubt;3E_fear
1658;self-piti;3E_sadness
1659;self-pity;3E_sadness
1660;self-reproach;3E_sadness
1661;self-satisfact;3E_joy
1662;self-satisfaction;3E_joy
1663;self-satisfi;3E_joy
1664;self-satisfied;3E_joy
1665;shadow;3E_fear
1666;shame;3E_sadness
1667;shamed;3E_sadness
1668;shamefac;3E_sadness
1669;shamefaced;3E_sadness
1670;shi;3E_fear
1671;shiveri;3E_fear
1672;shivery;3E_fear
1673;short_temp;3E_anger
1674;short_temper;3E_anger
1675;shudderi;3E_fear
1676;shuddery;3E_fear
1677;shy;3E_fear
1678;shyli;3E_fear
1679;shyly;3E_fear
1680;shyness;3E_fear
1681;sick;3E_disgust
1682;sick_of;3E_disgust
1683;sicken;3E_disgust
1684;sickening;3E_disgust
1685;sickeningly;3E_disgust
1686;sickish;3E_disgust
1687;smug;3E_joy
1688;smugness;3E_joy
1689;soft_spot;3E_joy
1690;soft-boil;3E_joy
1691;soft-boiled;3E_joy
1692;softheart;3E_joy
1693;softhearted;3E_joy
1694;softheartedness;3E_joy
1695;solac;3E_joy
1696;solace;3E_joy
1697;somber;3E_sadness
1698;somberness;3E_sadness
1699;sooth;3E_joy
1700;soothe;3E_joy
1701;sore;3E_anger
1702;sorri;3E_sadness
1703;sorrow;3E_sadness
1704;sorrowful;3E_sadness
1705;sorrowfully;3E_sadness
1706;sorrowfulness;3E_sadness
1707;sorrowing;3E_sadness
1708;sorry;3E_sadness
1709;sorry_for;3E_sadness
1710;spite;3E_anger
1711;spiteful;3E_anger
1712;spitefulness;3E_anger
1713;spleen;3E_anger
1714;stage_fright;3E_fear
1715;stagger;3E_surprise
1716;staggering;3E_surprise
1717;stew;3E_anger
1718;stimul;3E_joy
1719;stimulating;3E_joy
1720;strike;3E_joy
1721;stun;3E_surprise
1722;stung;3E_anger
1723;stunned;3E_surprise
1724;stupefact;3E_surprise
1725;stupefaction;3E_surprise
1726;stupefi;3E_surprise
1727;stupefied;3E_surprise
1728;stupefy;3E_surprise
1729;stupefying;3E_surprise
1730;stupid;3E_surprise
1731;stupifi;3E_surprise
1732;stupify;3E_surprise
1733;suffer;3E_sadness
1734;suffering;3E_sadness
1735;sulk;3E_anger
1736;sulki;3E_anger
1737;sulkiness;3E_anger
1738;sulky;3E_anger
1739;sunni;3E_joy
1740;sunny;3E_joy
1741;superbl;3E_surprise
1742;superbly;3E_surprise
1743;surpris;3E_surprise
1744;surprise;3E_surprise
1745;surprised;3E_surprise
1746;surprisedly;3E_surprise
1747;surprising;3E_surprise
1748;surprisingly;3E_surprise
1749;suspens;3E_fear
1750;suspens;3E_joy
1751;suspense;3E_fear
1752;suspense;3E_joy
1753;suspenseful;3E_fear
1754;suspenseful;3E_joy
1755;suspensive;3E_fear
1756;suspensive;3E_joy
1757;sympathet;3E_joy
1758;sympathetic;3E_joy
1759;sympathetically;3E_joy
1760;sympathi;3E_joy
1761;sympathy;3E_joy
1762;tantal;3E_anger
1763;tantalize;3E_anger
1764;tantrum;3E_anger
1765;tast;3E_joy
1766;taste;3E_joy
1767;tear;3E_sadness
1768;tearful;3E_sadness
1769;tearfulness;3E_sadness
1770;teas;3E_anger
1771;teas;3E_joy
1772;teased;3E_joy
1773;teasing;3E_anger
1774;temper;3E_anger
1775;tender;3E_joy
1776;tenderness;3E_joy
1777;terribl;3E_fear
1778;terrible;3E_fear
1779;terrif;3E_surprise
1780;terrifi;3E_fear
1781;terrific;3E_surprise
1782;terrifically;3E_surprise
1783;terrified;3E_fear
1784;terror;3E_fear
1785;the_green-eyed_monst;3E_anger
1786;the_green-eyed_monster;3E_anger
1787;thirstili;3E_joy
1788;thirstily;3E_joy
1789;thrill;3E_joy
1790;thunderstruck;3E_surprise
1791;tickl;3E_joy
1792;tickle;3E_joy
1793;timid;3E_fear
1794;timidity;3E_fear
1795;timidly;3E_fear
1796;timidness;3E_fear
1797;timor;3E_fear
1798;timorous;3E_fear
1799;timorously;3E_fear
1800;timorousness;3E_fear
1801;tired_of;3E_disgust
1802;titil;3E_joy
1803;titillate;3E_joy
1804;titillated;3E_joy
1805;titillating;3E_joy
1806;titillation;3E_joy
1807;togeth;3E_joy
1808;togetherness;3E_joy
1809;top;3E_surprise
1810;toppingly;3E_surprise
1811;torment;3E_anger
1812;tranc;3E_joy
1813;trance;3E_joy
1814;tremend;3E_surprise
1815;tremendous;3E_surprise
1816;trepid;3E_fear
1817;trepidation;3E_fear
1818;trepidly;3E_fear
1819;triumph;3E_joy
1820;triumphal;3E_joy
1821;triumphant;3E_joy
1822;triumphantly;3E_joy
1823;trounc;3E_surprise
1824;trounce;3E_surprise
1825;turn_off;3E_disgust
1826;tyrann;3E_sadness
1827;tyrannical;3E_sadness
1828;tyrannous;3E_sadness
1829;ugli;3E_fear
1830;ugly;3E_fear
1831;umbrag;3E_anger
1832;umbrage;3E_anger
1833;umbrageous;3E_anger
1834;unassert;3E_fear
1835;unassertive;3E_fear
1836;unassertively;3E_fear
1837;unassertiveness;3E_fear
1838;uncheer;3E_sadness
1839;uncheerful;3E_sadness
1840;uncheerfulness;3E_sadness
1841;uneasili;3E_fear
1842;uneasily;3E_fear
1843;unhappi;3E_sadness
1844;unhappiness;3E_sadness
1845;unhappy;3E_sadness
1846;unkind;3E_fear
1847;unsur;3E_fear
1848;unsure;3E_fear
1849;unworri;3E_joy
1850;unworried;3E_joy
1851;uplift;3E_joy
1852;uproari;3E_joy
1853;uproarious;3E_joy
1854;uproariously;3E_joy
1855;urg;3E_joy
1856;urge;3E_joy
1857;urge_on;3E_joy
1858;veng;3E_anger
1859;vengefully;3E_anger
1860;vengefulness;3E_anger
1861;venom;3E_anger
1862;vex;3E_anger
1863;vexat;3E_anger
1864;vexati;3E_anger
1865;vexation;3E_anger
1866;vexatious;3E_anger
1867;vexed;3E_anger
1868;vexing;3E_anger
1869;vile;3E_disgust
1870;vindict;3E_anger
1871;vindictive;3E_anger
1872;vindictively;3E_anger
1873;vindictiveness;3E_anger
1874;walk_on_air;3E_joy
1875;wallow;3E_joy
1876;warm;3E_joy
1877;warmheart;3E_joy
1878;warmhearted;3E_joy
1879;warmheartedness;3E_joy
1880;warmth;3E_joy
1881;warpath;3E_anger
1882;weak;3E_joy
1883;weakness;3E_joy
1884;weep;3E_sadness
1885;weepi;3E_sadness
1886;weepiness;3E_sadness
1887;weeping;3E_sadness
1888;weight;3E_sadness
1889;weltschmerz;3E_sadness
1890;wick;3E_disgust
1891;wicked;3E_disgust
1892;with_empathi;3E_joy
1893;with_empathy;3E_joy
1894;with_happi;3E_joy
1895;with_happiness;3E_joy
1896;with_hostil;3E_anger
1897;with_hostility;3E_anger
1898;with_prid;3E_joy
1899;with_pride;3E_joy
1900;with_sympathi;3E_joy
1901;with_sympathy;3E_joy
1902;woe;3E_sadness
1903;woebegon;3E_sadness
1904;woebegone;3E_sadness
1905;woeful;3E_sadness
1906;woefulli;3E_sadness
1907;woefully;3E_sadness
1908;woefulness;3E_sadness
1909;wonder;3E_surprise
1910;wonderful;3E_surprise
1911;wonderfully;3E_surprise
1912;wonderment;3E_surprise
1913;wondrous;3E_surprise
1914;wondrously;3E_surprise
1915;world-weari;3E_sadness
1916;world-weariness;3E_sadness
1917;world-weary;3E_sadness
1918;worri;3E_joy
1919;worry;3E_joy
1920;worship;3E_joy
1921;worshipful;3E_joy
1922;wrath;3E_anger
1923;wrathful;3E_anger
1924;wrathfully;3E_anger
1925;wretch;3E_sadness
1926;wretched;3E_sadness
1927;wroth;3E_anger
1928;wrothful;3E_anger
1929;yucki;3E_disgust
1930;yucky;3E_disgust
1931;zeal;3E_joy
1932;zealous;3E_joy
1933;zest;3E_joy
1934;zestfulness;3E_joy
1935;addressed;2T_communication
1936;advertised;2T_communication
1937;arbitrated;2T_communication
1938;arranged;2T_communication
1939;articulated;2T_communication
1940;authored;2T_communication
1941;clarified;2T_communication
1942;collaborated;2T_communication
1943;communicated;2T_communication
1944;composed;2T_communication
1945;condensed;2T_communication
1946;conferred;2T_communication
1947;consulted;2T_communication
1948;contacted;2T_communication
1949;conveyed;2T_communication
1950;convinced;2T_communication
1951;corresponded;2T_communication
1952;debated;2T_communication
1953;defined;2T_communication
1954;developed;2T_communication
1955;directed;2T_communication
1956;discussed;2T_communication
1957;drafted;2T_communication
1958;edited;2T_communication
1959;elicited;2T_communication
1960;enlisted;2T_communication
1961;explained;2T_communication
1962;expressed;2T_communication
1963;formulated;2T_communication
1964;furnished;2T_communication
1965;incorporated;2T_communication
1966;influenced;2T_communication
1967;interacted;2T_communication
1968;interpreted;2T_communication
1969;interviewed;2T_communication
1970;involved;2T_communication
1971;joined;2T_communication
1972;judged;2T_communication
1973;lectured;2T_communication
1974;listened;2T_communication
1975;marketed;2T_communication
1976;mediated;2T_communication
1977;moderated;2T_communication
1978;negotiated;2T_communication
1979;observed;2T_communication
1980;outlined;2T_communication
1981;participated;2T_communication
1982;persuaded;2T_communication
1983;presented;2T_communication
1984;promoted;2T_communication
1985;proposed;2T_communication
1986;publicised;2T_communication
1987;reconciled;2T_communication
1988;recruited;2T_communication
1989;referred;2T_communication
1990;reinforced;2T_communication
1991;reported;2T_communication
1992;resolved;2T_communication
1993;responded;2T_communication
1994;solicited;2T_communication
1995;specified;2T_communication
1996;spoke;2T_communication
1997;suggested;2T_communication
1998;summarized;2T_communication
1999;synthesized;2T_communication
2000;translated;2T_communication
2001;wrote ;2T_communication
2002;acted;2T_creative
2003;adapted;2T_creative
2004;began;2T_creative
2005;combined;2T_creative
2006;composed;2T_creative
2007;conceptualized;2T_creative
2008;condensed;2T_creative
2009;created;2T_creative
2010;customized;2T_creative
2011;designed;2T_creative
2012;developed;2T_creative
2013;directed;2T_creative
2014;displayed;2T_creative
2015;drew;2T_creative
2016;entertained;2T_creative
2017;established;2T_creative
2018;fashioned;2T_creative
2019;formulated;2T_creative
2020;founded;2T_creative
2021;illustrated;2T_creative
2022;initiated;2T_creative
2023;instituted;2T_creative
2024;integrated;2T_creative
2025;introduced;2T_creative
2026;invented;2T_creative
2027;modeled;2T_creative
2028;modelled;2T_creative
2029;modified;2T_creative
2030;originated;2T_creative
2031;performed;2T_creative
2032;photographed;2T_creative
2033;planned;2T_creative
2034;revised;2T_creative
2035;revitalized;2T_creative
2036;shaped;2T_creative
2037;solved ;2T_creative
2038;administered;2T_data
2039;adjusted;2T_data
2040;allocated;2T_data
2041;analyzed;2T_data
2042;appraised;2T_data
2043;assessed;2T_data
2044;audited;2T_data
2045;balanced;2T_data
2046;budgeted;2T_data
2047;calculated;2T_data
2048;computed;2T_data
2049;conserved;2T_data
2050;corrected;2T_data
2051;determined;2T_data
2052;developed;2T_data
2053;estimated;2T_data
2054;forecast;2T_data
2055;managed;2T_data
2056;marketed;2T_data
2057;measured;2T_data
2058;netted;2T_data
2059;planned;2T_data
2060;prepared;2T_data
2061;programmed;2T_data
2062;projected;2T_data
2063;qualified;2T_data
2064;reconciled;2T_data
2065;reduced;2T_data
2066;researched;2T_data
2067;retrieved;2T_data
2068;slashed;2T_data
2069;sliced ;2T_data
2070;adapted;4A_helping
2071;advocated;4A_helping
2072;aided;4A_helping
2073;answered;4A_helping
2074;arranged;4A_helping
2075;assessed;4A_helping
2076;assisted;4A_helping
2077;clarified;4A_helping
2078;coached;4A_helping
2079;collaborated;4A_helping
2080;contributed;4A_helping
2081;cooperated;4A_helping
2082;counselled;4A_helping
2083;demonstrated;4A_helping
2084;diagnosed;4A_helping
2085;educated;4A_helping
2086;encouraged;4A_helping
2087;ensured;4A_helping
2088;expedited;4A_helping
2089;facilitated;4A_helping
2090;familiarized;4A_helping
2091;furthered;4A_helping
2092;guided;4A_helping
2093;helped;4A_helping
2094;insured;4A_helping
2095;intervened;4A_helping
2096;motivated;4A_helping
2097;prevented;4A_helping
2098;provided;4A_helping
2099;referred;4A_helping
2100;rehabilitated;4A_helping
2101;represented;4A_helping
2102;resolved;4A_helping
2103;simplified;4A_helping
2104;supplied;4A_helping
2105;supported;4A_helping
2106;volunteered ;4A_helping
2107;administered;4A_management
2108;analyzed;4A_management
2109;appointed;4A_management
2110;approved;4A_management
2111;assigned;4A_management
2112;attained;4A_management
2113;authorized;4A_management
2114;chaired;4A_management
2115;considered;4A_management
2116;consolidated;4A_management
2117;contracted;4A_management
2118;controlled;4A_management
2119;converted;4A_management
2120;coordinated;4A_management
2121;decided;4A_management
2122;delegated;4A_management
2123;developed;4A_management
2124;directed;4A_management
2125;eliminated;4A_management
2126;emphasized;4A_management
2127;enforced;4A_management
2128;enhanced;4A_management
2129;established;4A_management
2130;executed;4A_management
2131;generated;4A_management
2132;handled;4A_management
2133;headed;4A_management
2134;hosted;4A_management
2135;improved;4A_management
2136;incorporated;4A_management
2137;increased;4A_management
2138;initiated;4A_management
2139;inspected;4A_management
2140;instituted;4A_management
2141;led;4A_management
2142;managed;4A_management
2143;merged;4A_management
2144;motivated;4A_management
2145;navigated;4A_management
2146;organized;4A_management
2147;originated;4A_management
2148;overhauled;4A_management
2149;oversaw;4A_management
2150;planned;4A_management
2151;presided;4A_management
2152;prioritized;4A_management
2153;produced;4A_management
2154;recommended;4A_management
2155;reorganized;4A_management
2156;replaced;4A_management
2157;restored;4A_management
2158;reviewed;4A_management
2159;scheduled;4A_management
2160;secured;4A_management
2161;selected;4A_management
2162;streamlined;4A_management
2163;strengthened;4A_management
2164;supervised;4A_management
2165;terminated;4A_management
2166;approved;4A_organise
2167;arranged ;4A_organise
2168;catalogued;4A_organise
2169;categorized;4A_organise
2170;charted;4A_organise
2171;classified;4A_organise
2172;coded;4A_organise
2173;collected;4A_organise
2174;compiled;4A_organise
2175;corrected;4A_organise
2176;corresponded;4A_organise
2177;distributed;4A_organise
2178;executed;4A_organise
2179;filed;4A_organise
2180;generated;4A_organise
2181;incorporated;4A_organise
2182;inspected;4A_organise
2183;logged;4A_organise
2184;maintained;4A_organise
2185;monitored;4A_organise
2186;obtained;4A_organise
2187;operated;4A_organise
2188;ordered;4A_organise
2189;organized;4A_organise
2190;prepared;4A_organise
2191;processed;4A_organise
2192;provided;4A_organise
2193;purchased;4A_organise
2194;recorded;4A_organise
2195;registered;4A_organise
2196;reserved;4A_organise
2197;responded;4A_organise
2198;reviewed;4A_organise
2199;routed;4A_organise
2200;scheduled;4A_organise
2201;screened;4A_organise
2202;submitted;4A_organise
2203;supplied;4A_organise
2204;standardized;4A_organise
2205;systematized;4A_organise
2206;updated;4A_organise
2207;validated;4A_organise
2208;verified;4A_organise
2209;analyzed;4A_research
2210;clarified;4A_research
2211;collected;4A_research
2212;compared;4A_research
2213;conducted;4A_research
2214;critiqued;4A_research
2215;detected;4A_research
2216;determined;4A_research
2217;diagnosed;4A_research
2218;evaluated;4A_research
2219;examined ;4A_research
2220;experimented;4A_research
2221;explored;4A_research
2222;extracted;4A_research
2223;formulated;4A_research
2224;gathered;4A_research
2225;inspected;4A_research
2226;interviewed;4A_research
2227;invented;4A_research
2228;investigated;4A_research
2229;located;4A_research
2230;measured;4A_research
2231;organized;4A_research
2232;researched;4A_research
2233;reviewed;4A_research
2234;searched;4A_research
2235;solved;4A_research
2236;summarized;4A_research
2237;surveyed;4A_research
2238;systematized;4A_research
2239;tested;4A_research
2240;adapted;4A_teach
2241;advised;4A_teach
2242;clarified;4A_teach
2243;coached;4A_teach
2244;communicated;4A_teach
2245;conducted;4A_teach
2246;coordinated;4A_teach
2247;critiqued;4A_teach
2248;developed;4A_teach
2249;enabled;4A_teach
2250;encouraged;4A_teach
2251;evaluated;4A_teach
2252;explained;4A_teach
2253;facilitated;4A_teach
2254;focused;4A_teach
2255;guided;4A_teach
2256;individualized;4A_teach
2257;informed;4A_teach
2258;instilled;4A_teach
2259;instructed;4A_teach
2260;motivated;4A_teach
2261;persuaded;4A_teach
2262;simulated;4A_teach
2263;stimulated;4A_teach
2264;taught;4A_teach
2265;tested;4A_teach
2266;trained;4A_teach
2267;transmitted;4A_teach
2268;tutored;4A_teach
2269;adapted;4A_technical
2270;applied;4A_technical
2271;assembled;4A_technical
2272;built;4A_technical
2273;calculated;4A_technical
2274;computed;4A_technical
2275;conserved;4A_technical
2276;constructed;4A_technical
2277;converted;4A_technical
2278;debugged;4A_technical
2279;designed;4A_technical
2280;determined;4A_technical
2281;developed;4A_technical
2282;engineered;4A_technical
2283;fabricated;4A_technical
2284;fortified;4A_technical
2285;installed;4A_technical
2286;maintained;4A_technical
2287;operated;4A_technical
2288;overhauled;4A_technical
2289;printed;4A_technical
2290;programmed;4A_technical
2291;rectified;4A_technical
2292;regulated;4A_technical
2293;remodelled;4A_technical
2294;repaired;4A_technical
2295;replaced;4A_technical
2296;restored;4A_technical
2297;solved;4A_technical
2298;specialized;4A_technical
2299;standardized;4A_technical
2300;studied;4A_technical
2301;upgraded;4A_technical
2302;utilized;4A_technical
2303;fight;4A_specific
2304;curse;4A_specific
2305;swear;4A_specific
2306;flash;4A_specific
2307;moon;4A_specific
2308;expose;4A_specific
2309;bully;4A_specific
2310;assault;4A_specific
2311;attack;4A_specific
2312;knife;4A_specific
2313;strangle;4A_specific
2314;shove;4A_specific
2315;push;4A_specific
2316;smoke;4A_specific
2317;sneak;4A_specific
2318;walk;4A_specific
2319;violate;4A_specific
2320;disrupt;4A_specific
2321;wear;4A_specific
2322;ride;4A_specific
2323;damage;4A_specific
2324;insult;4A_specific
2325;taunt;4A_specific
2326;impersonate;4A_specific
2327;commit;4A_specific
2328;damage;4A_specific
2329;lying;4A_specific
2330;lie;4A_specific
2331;aiding;4A_specific
2332;abetting;4A_specific
2333;arson;4A_specific
2334;assault;4A_specific
2335;bribery;4A_specific
2336;burglary;4A_specific
2337;abuse;4A_specific
2338;pornography;4A_specific
2339;conspiracy;4A_specific
2340;fraud;4A_specific
2341;disorderly;4A_specific
2342;conduct;4A_specific
2343;disturbing;4A_specific
2344;violence;4A_specific
2345;trafficking;4A_specific
2346;embezzlement;4A_specific
2347;extortion;4A_specific
2348;forgery;4A_specific
2349;fraud;4A_specific
2350;harassment;4A_specific
2351;hate;4A_specific
2352;kidnapping;4A_specific
2353;laundering;4A_specific
2354;murder;4A_specific
2355;perjury;4A_specific
2356;prostitution;4A_specific
2357;intoxication;4A_specific
2358;rape;4A_specific
2359;robbery;4A_specific
2360;assault;4A_specific
2361;shoplifting;4A_specific
2362;solicitation;4A_specific
2363;soliciting;4A_specific
2364;stalking;4A_specific
2365;evasion;4A_specific
2366;theft;4A_specific
2367;vandalism;4A_specific
2368;know;2T_knowledge
2369;define;2T_knowledge
2370;memorize;2T_knowledge
2371;repeat;2T_knowledge
2372;record;2T_knowledge
2373;list;2T_knowledge
2374;recall;2T_knowledge
2375;name;2T_knowledge
2376;locate;2T_knowledge
2377;recite;2T_knowledge
2378;state;2T_knowledge
2379;relate;2T_knowledge
2380;collect;2T_knowledge
2381;label;2T_knowledge
2382;specify;2T_knowledge
2383;cite;2T_knowledge
2384;determine;2T_comprehension
2385;comprehend;2T_comprehension
2386;restate;2T_comprehension
2387;summarize;2T_comprehension
2388;discuss;2T_comprehension
2389;describe;2T_comprehension
2390;recognize;2T_comprehension
2391;explain;2T_comprehension
2392;express;2T_comprehension
2393;identify;2T_comprehension
2394;review;2T_comprehension
2395;match;2T_comprehension
2396;translate;2T_comprehension
2397;paraphrase;2T_comprehension
2398;convert;2T_comprehension
2399;exhibit;4A_application
2400;interview;4A_application
2401;apply;4A_application
2402;use;4A_application
2403;dramatize;4A_application
2404;illustrate;4A_application
2405;calculate;4A_application
2406;experiment;4A_application
2407;brainstorm;4A_application
2408;change;4A_application
2409;solve;4A_application
2410;simulate;4A_application
2411;employ;4A_application
2412;demonstrate;4A_application
2413;practice;4A_application
2414;operate;4A_application
2415;show;4A_application
2416;make;4A_application
2417;predict;4A_application
2418;relate;4A_application
2419;interpret;2T_analysis
2420;analyze;2T_analysis
2421;differentiate;2T_analysis
2422;compare;2T_analysis
2423;contrast;2T_analysis
2424;scrutinize;2T_analysis
2425;categorize;2T_analysis
2426;probe;2T_analysis
2427;investigate;2T_analysis
2428;discover;2T_analysis
2429;inquire;2T_analysis
2430;detect;2T_analysis
2431;infer;2T_analysis
2432;inspect;2T_analysis
2433;classify;2T_analysis
2434;arrange;2T_analysis
2435;group;2T_analysis
2436;organize;2T_analysis
2437;examine;2T_analysis
2438;survey;2T_analysis
2439;dissect;2T_analysis
2440;inventory;2T_analysis
2441;question;2T_analysis
2442;test;2T_contemplate
2443;distinguish;2T_contemplate
2444;diagram;2T_contemplate
2445;point out;2T_contemplate
2446;synthesise;2T_contemplate
2447;compose;2T_contemplate
2448;plan;2T_contemplate
2449;propose;2T_contemplate
2450;produce;2T_contemplate
2451;invent;2T_contemplate
2452;develop;2T_contemplate
2453;design;2T_contemplate
2454;formulate;2T_contemplate
2455;arrange;2T_contemplate
2456;assemble;2T_contemplate
2457;construct;2T_contemplate
2458;create;2T_contemplate
2459;rewrite;2T_contemplate
2460;set up;2T_contemplate
2461;prepare;2T_contemplate
2462;imagine;2T_contemplate
2463;hypothesize;2T_contemplate
2464;incorporate;2T_contemplate
2465;generalize;2T_contemplate
2466;originate;2T_contemplate
2467;predict;2T_contemplate
2468;contrive;2T_contemplate
2469;systematize;2T_contemplate
2470;rearrange;2T_contemplate
2471;eliminate;2T_contemplate
2472;evaluate;2T_contemplate
2473;judge;2T_contemplate
2474;decide;2T_contemplate
2475;appraise;2T_contemplate
2476;evaluate;2T_contemplate
2477;rate;2T_contemplate
2478;compare;2T_contemplate
2479;value;2T_contemplate
2480;revise;2T_contemplate
2481;conclude;2T_contemplate
2482;select;2T_contemplate
2483;criticize;2T_contemplate
2484;assess;2T_contemplate
2485;measure;2T_contemplate
2486;estimate;2T_contemplate
2487;infer;2T_contemplate
2488;deduce;2T_contemplate
2489;score;2T_contemplate
2490;predict;2T_contemplate
2491;choose;2T_contemplate
2492;recommend;2T_contemplate
